User_name,Date,Comment_title,Comment_body,How many found it helpul,User rating
Amol,Reviewed in India on 21 August 2021,Don't buy it......worst buy in my life,"
  My first impression at the time when i received this phone was that it is faulty piece. I tried explain this to Amazon n they didn't listen to me. Now within just a year there was display liquid issue which samsung was rejecting to fix saying its not covered in warranty..then now its got off again and samsung asking for 9k for repairing the same......worst service from Amazon and Samsung
",One person found this helpful,1.0 out of 5 stars
Sici,Reviewed in India on 21 August 2021,I cant login facebook,"
  I cant login facebook
",One person found this helpful,1.0 out of 5 stars
Sourav,Reviewed in India on 21 August 2021,Good product,"
  The Samsung Galaxy M 31 has gained a lot of popularity thanks to affordable prices and up-to-date hardware. Samsung has managed to lower prices by selling these models online, reducing distribution cost.Highly recommend.
",,5.0 out of 5 stars
VUK,Reviewed in India on 21 August 2021,Liked it,"
  Best in budget
",,5.0 out of 5 stars
Gollu AppalaNaidu,Reviewed in India on 21 August 2021,Make a wise decision,"
  After 1 year some software update came and didn't update the phone. One night it went self reboot mode and never stopped. Visited the Service center they did a software update that still didn't work, asked me to change the mother board and it costs 8k.
",,3.0 out of 5 stars
Binith hota,Reviewed in India on 21 August 2021,Wost product please my request don't go for this.,"
  After 16month mother board have problem .I throw this in dust bin.  Please don't go for this it's my request .
",One person found this helpful,1.0 out of 5 stars
nagraj,Reviewed in India on 21 August 2021,great,"
  bhatu aacha thaa thanks amazon for this great product.
",,5.0 out of 5 stars
Arijit Das,Reviewed in India on 21 August 2021,Good budget friendly phone,"
  Good camera quality
",,4.0 out of 5 stars
Mithun,Reviewed in India on 21 August 2021,Purple Screen Issue,"
  Bought on Jan-21, there was no damage or mishandling at all, suddenly after 7 month of use one day my M31 started to hang multiple times in single day then Purple Screen, Although under warranty Samsung Authorized service center charge for display replacement saying all such things "" Your phone must have been pressed somewhere "" ""Water and bla bla.."" . Very bad experience in terms of mobile and from Service too.
",One person found this helpful,1.0 out of 5 stars
Om Krishna Das Agrawal,Reviewed in India on 21 August 2021,Amazing product 🙂,"
  Very very nice 👍👍👍
",,5.0 out of 5 stars
Vijay Kumar,Reviewed in India on 20 August 2021,Heating issue,"
  Product is good...  but there is issue of heating during playing pubg
",,2.0 out of 5 stars
Rajshekhar,Reviewed in India on 20 August 2021,फोन घटिया,"
  भाई इस फोन को खरीदना यानी पैसा बेकार करना
",,1.0 out of 5 stars
sandeep,Reviewed in India on 20 August 2021,Good phone,,,5.0 out of 5 stars
Senthil Kumar,Reviewed in India on 20 August 2021,Duplicate software,"
  We have purchased Samsung m31 in Amazon, the mobile often instructs to insert sim card even after the Sim is been inserted
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 20 August 2021,"Stopped working on 9th day, Worst product","
  i got the phone delivery on 11Aug2021, after 9 days of usage all of sudden phone stopped working now, tomorrow i am going to visit service center, i lost my trust on samsung phones.
",,1.0 out of 5 stars
Ujwal Kumar,Reviewed in India on 20 August 2021,Good budget phone,"
  Overal all good all-round  phone
",,5.0 out of 5 stars
narasimhan v.,Reviewed in India on 20 August 2021,Waste never buy Samsung m30s,"
  Never ever buy the m30s mobile I am writing this comment over here as the m30 s mobile is not found... that mobile is waste many may think that this comment is odd one out but never buy the m30s Samsung it just had the life of 2 years and it is of waste....It was shut down and when plugged 🔌into battery 🔋it just showed charging but never got switched on WORST MOBILE 📱EVER SEEN... .............
",One person found this helpful,1.0 out of 5 stars
pankaj gupta,Reviewed in India on 20 August 2021,"Sound is very low ,battery is 6000 mah but working like 3000mah","
  Very very low sound, battery backup is not up to the mark it is like 3000mah, mobile is working like old mobile
",,1.0 out of 5 stars
veerabathini yadagiri,Reviewed in India on 20 August 2021,Good product,"
  Fingerprint reader battery life camera is good
",,4.0 out of 5 stars
alok,Reviewed in India on 20 August 2021,Good one to buy,"
  Good product
",,4.0 out of 5 stars
Pavan agrawal,Reviewed in India on 20 August 2021,Ok,"
  Ok
",,5.0 out of 5 stars
RAVINDRA FAKIRCHAND RAUT,Reviewed in India on 20 August 2021,Not in use good,"
  No
",,1.0 out of 5 stars
mudassir nazar,Reviewed in India on 20 August 2021,Always amazing sumsang,"
  Nice mobileNo problemTx 4 samsung and amazon
",,5.0 out of 5 stars
Dinesh Solanki,Reviewed in India on 20 August 2021,Good,"
  Good
",,5.0 out of 5 stars
Nirmal kumar,Reviewed in India on 20 August 2021,Charger not fast  charging USB CABLE IS TOO SMALL,"
  USB cable is too short it should be 1 meter or 1 5 mtrs at least pl replace if POSSIBLE,  charger is very slow
",,3.0 out of 5 stars
Bhanu Pratap Singh,Reviewed in India on 20 August 2021,Worst products very bad production,"
  This phone have completed 1 year and one day suddenly its screen off and it hanged..Very bad software technology used by samsung .... Mobiles are too hanged and off which is never on.
",One person found this helpful,1.0 out of 5 stars
Sanju,Reviewed in India on 20 August 2021,Very bed quality of screen it is broken easy,"
  Very bed quality of screen it is broken first day
",,1.0 out of 5 stars
Vish,Reviewed in India on 20 August 2021,A good buy,"
  Phone is good, Amazon delivered it the next day and it’s all perfect for a gift phone battery life is good
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 20 August 2021,"Charging cable too small,phone back cover not given..","
  Ok
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 20 August 2021,I personally feel that M21 is better ..,"
  M31 phone is good but I feel M21 is best because design are same M21 and M31..where as camera quality there is not much difference between them ..why to spend more on M31 when u get the good feature in M21
",,5.0 out of 5 stars
KRISHAN PAL,Reviewed in India on 20 August 2021,Rear camera quality very poor,"
  I didn't like it actually
",,2.0 out of 5 stars
Durgadatta,Reviewed in India on 20 August 2021,motherboard problem so don't buy,"
  Don't buy this phone. After Using 13 months I found booting issue & later service center told me motherboard problem so.. don't buy
",,1.0 out of 5 stars
Pari Maheshwari,Reviewed in India on 20 August 2021,Best phone,"
  Best camera!! It can beat 25000 phone in camera . Display is awsome . I am not a gamer but for normal use it is good . The thing they should improve is face lock it take 3 sec while other phone need only 1 sec . I use daily 7 hours so the battery last 2 days awsome . I purchased it for ₹15000 but they don't provide back cover even ₹10000 phone provide it . Btw best phone under 20000 no one can beat it . Satisfied 😌
",,5.0 out of 5 stars
Mohamed,Reviewed in India on 20 August 2021,Avarage,"
  It's avarage
",,2.0 out of 5 stars
Pradeep,Reviewed in India on 19 August 2021,Screen not working after 3 months with out any external damage. SAMSUNG DENIES WARRENTY :(,"
  Very much disappointed Samsung :(It's been just 3 months of usage, screen turned black and not working. There was no any physical damage.Samsung is not covering displays under warrenty. Service center people they are saying it's an IMPACT DAMAGE,Means if your phone has no phisical damage then it is called as an impact damage. What is this? They are arguing that  even if you kept your phone in your pocket and walk or run it might cause imapct damage. Kya bhat hai,Please help us Samsung. how should we use our phones without keeping in our pockets?This is not way to earn money Samsung.Service senter is now charging 4700/- for screen replacement.While other brands like Nokia they are replacing screen for free on any internal screen damage for one year. Why can't you do it if your are one of the top in market shareI can't afford right now with my 12k salary :(
",,1.0 out of 5 stars
SAJED AHMED MOHD SHABBIR,Reviewed in India on 19 August 2021,Only mobile and charger,"
  There is no head phones, there is no mobile cover, charged 15,000.00 and got only charger with the phone.
",,3.0 out of 5 stars
pranav m.,Reviewed in India on 19 August 2021,Phone made for very normal usage with long lasting battery.,"
  I bought this for my dad. It has been a year now no issues with the phone.I myself dont like samsung midrange phones but this phone is too good for one who uses it for calls multimedia normal kids level gaming.Not much cam performance processor is not too good toopubg can be played with no lag on smooth and high settings.If you like samsung go for it or there are other phones like realme x7 and iq00 z3 which offer a far greater performance and featuresx7 completely overshadows it with a price difference of 500(17k with card discount and) and 1000 with normal sales discount.(18k)Hope you find this review usefull!
",,4.0 out of 5 stars
Amazon Customer,Reviewed in India on 19 August 2021,Value for money. Front camera can be improved.,"
  Value for money
",,5.0 out of 5 stars
Vishal Malave,Reviewed in India on 19 August 2021,"Not good phone, having motherboard issues","
  Not good mobile. Having charging issues due to motherboard faulty.Fingerprint sensor not working
",,1.0 out of 5 stars
manjuks,Reviewed in India on 19 August 2021,Worthy mobile around 15k,"
  Good Camera, Good Display,
",,5.0 out of 5 stars
Vivekanand,Reviewed in India on 19 August 2021,All rounder,"
  Black color with black charger looks nice.black color feels slimmer than blue one.mobile is all rounder except little bit heating while charging.
",,4.0 out of 5 stars
Neetu singh,Reviewed in India on 19 August 2021,Camera quality,"
  likeCamera quality too goodSoftware is working smoothly
",,4.0 out of 5 stars
P Indumathi,Reviewed in India on 19 August 2021,Nice product,"
  Nice one
",,3.0 out of 5 stars
